fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type_encoded
2.2696748853901765,-0.951224495101058,1.0382433070483952,-0.8144047020216876,-0.3973276710847698,-0.9567952536219945,-1.3084914926788562,-0.04035819380481279,-2.114762239113725,-1.60174000552037,-0.9371234816468501,0.507319085148091
-1.4306142177725312,-0.3720658595351959,0.41680491087357013,-0.8601775138099303,-0.5970525896165112,-0.008325234355325714,0.27554664904488163,-1.5770656333946873,0.24318102775222575,-1.0549802115535811,1.146771952668401,0.507319085148091
1.5900299480745768,-0.6133819576876385,-0.20463348530125514,0.8105301164609341,-0.3973276710847698,3.3842790653292973,1.4915759295600743,-0.024835896435219846,-2.054302155347933,-0.9182902630618838,0.10482423551077548,0.507319085148091
-0.14684044728751083,1.5101997060538568,-1.723705120395272,-0.6999726725510804,0.5513656919410024,-0.5555194762399424,-1.0204845578199948,0.8754573510012746,0.847781865410163,0.03853937637999749,-1.0115483185866803,-1.971146028752478
0.23074007344337769,-0.2755394202742188,1.1763407284205785,1.9319640052728844,0.2268126993269225,0.6847874720318553,1.2195693799711496,1.5118715431546546,-0.11957947484253387,0.10688435062584621,-1.3836725032858321,0.507319085148091
-1.2040659053339984,-0.2755394202742188,-0.2736821959873465,-0.19647174288040894,-0.5720869748000436,-0.3366417794860957,-0.4604710733722087,-1.0586209012502414,0.4245612790496083,-0.9182902630618838,0.6257980940895876,0.507319085148091
-0.5999370721645768,0.544935313444086,-2.06894867382573,-0.9288367314922946,-0.2475339821859637,0.028154381770315394,-0.252466064863031,-0.5494895475275098,-0.6032601449688836,-0.3031854948492461,-0.7882738077671886,0.507319085148091
-0.14684044728751083,-0.5168555184266613,1.1763407284205785,-0.631313454868716,-0.5221557451671082,-0.008325234355325714,-0.028460671083916575,-1.1579636044156432,0.7873217816443706,-0.6449103660784893,1.5188961373675531,0.507319085148091
-0.3733887597260438,-0.5168555184266613,0.14061006812920357,2.3210329054729484,0.17688146969398708,0.3929505430267265,0.755558207142984,0.9375465404796465,0.0013406926890535738,0.03853937637999749,-0.2672999491883764,0.507319085148091
-0.9775175928954652,1.196488778455681,-1.9308512524535473,-0.9517231373864161,-0.5221557451671082,-0.8473564052450712,-1.0364849430899317,-1.1393368475721108,-0.6032601449688836,-0.7816003145701863,0.10482423551077548,0.507319085148091
